Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
alessandraodri,alessandraodri,,0,0,0,0,0,0,0,0
mister2988,mister2988,,0,0,0,0,0,0,0,0
duchessa_stef,duchessa_stef,,0,2,2,1,1,1,0,9
kellyath44,kellyath44,,0,0,0,0,0,0,0,0
ding72,ding72,,0,0,0,0,0,0,0,0
theonionwalks,theonionwalks,,0,0,0,0,0,0,0,0
royalfamilyitnp,royalfamilyitnp,,1,0,1,0,0,0,0,18
salvywelsh,salvywelsh,,0,0,0,0,0,0,0,6
larissabona,larissabona,,0,0,0,0,0,0,0,0
paimages,paimages,,0,0,0,0,0,0,0,0
mjolnirthegreat,mjolnirthegreat,,0,0,0,0,0,0,0,0
charsgottweet,charsgottweet,,0,0,0,0,0,0,0,0
golfcharlie8,golfcharlie8,,0,0,0,0,0,0,0,0
cnews,cnews,,0,0,0,0,0,0,0,0
suzanne77560800,suzanne77560800,,0,0,0,0,0,0,0,0
nytimes,nytimes,,0,0,0,0,0,0,0,0
sjpandey123,sjpandey123,,0,0,0,0,0,0,0,0
sam_northampton,sam_northampton,,0,0,0,0,0,0,0,0
anthony41806183,anthony41806183,,0,0,0,0,0,0,0,0
dhakarog,dhakarog,,0,0,0,0,0,0,0,0
delmody,delmody,,0,0,0,0,0,0,0,7
want2b_parisien,want2b_parisien,,0,0,0,0,0,0,0,0
2interativa,2interativa,,0,0,0,0,0,0,0,0
greekblue1,greekblue1,,0,0,0,0,0,0,0,0
bobbie_hazzard,bobbie_hazzard,,0,0,0,0,0,0,0,0
isaguor,isaguor,,1,0,1,0,0,0,0,8
saramay34249256,saramay34249256,,0,0,0,0,0,0,0,0
francesilo,francesilo,,0,0,0,0,0,0,0,0
nanetteisa,nanetteisa,,0,0,0,0,0,0,0,0
followerscarol,followerscarol,,0,0,0,0,0,0,0,0
beadobbratz,beadobbratz,,0,11,11,1,1,1,0,18
cardgirll1c4,cardgirll1c4,,0,0,0,0,0,0,0,0
treanmachine,treanmachine,,0,0,0,0,0,0,0,0
deborah06909621,deborah06909621,,0,0,0,0,0,0,0,0
wilfthelegend,wilfthelegend,,0,0,0,0,0,0,0,0
katewilliamsme,katewilliamsme,,0,0,0,0,0,0,0,0
fredganza7,fredganza7,,0,0,0,0,0,0,0,0
helenmallam,helenmallam,,0,0,0,0,0,0,0,0
bb95ns,bb95ns,,0,0,0,0,0,0,0,0
mshafiquk,mshafiquk,,0,0,0,0,0,0,0,0
michaelesc,michaelesc,,0,0,0,0,0,0,0,0
jessie11512434,jessie11512434,,0,0,0,0,0,0,0,0
adrivelajara,adrivelajara,,0,0,0,0,0,0,0,0
antipolluters,antipolluters,,0,0,0,0,0,0,0,0
gwenjbrewer,gwenjbrewer,,0,2,2,1,1,1,0,8
voguemagazine,voguemagazine,,3,0,3,0,0,0,0,8
eeekingthrulife,eeekingthrulife,,0,18,18,1,1,1,0,8
petemorristwit,petemorristwit,,0,0,0,0,0,0,0,0
bebe_strange,bebe_strange,,0,0,0,0,0,0,0,0
canglitz,canglitz,,1,0,1,0,0,0,0,8
daily_express,daily_express,,8,0,8,0,0,0,0,18
mbpix_8,mbpix_8,,0,0,0,0,0,0,0,0
sukiweeks,sukiweeks,,2,0,2,0,0,0,0,8
georgie_g,georgie_g,,0,1,1,1,1,1,0,8
onegirlmelissa,onegirlmelissa,,0,0,0,0,0,0,0,0
straight1too,straight1too,,0,0,0,0,0,0,0,0
maralargearse,maralargearse,,0,0,0,0,0,0,0,0
mizzbronze,mizzbronze,,0,0,0,0,0,0,0,0
baronessbruck,baronessbruck,,0,0,0,0,0,0,0,0
1sehuniverse,1sehuniverse,,0,2,2,1,1,1,0,9
kirty_dwh,kirty_dwh,,1,0,1,0,0,0,0,18
ladybridge,ladybridge,,0,0,0,0,0,0,0,0
pharry_meghan,pharry_meghan,,1,0,1,0,0,0,0,21
pacflyway,pacflyway,,0,2,2,1,1,1,0,8
therealdeclank1,therealdeclank1,,2,0,2,0,0,0,0,8
nicolasslazio,nicolasslazio,,0,0,0,0,0,0,0,0
abriltheduchess,abriltheduchess,,0,0,0,0,0,0,0,0
helendavis__,helendavis__,,0,0,0,0,0,0,0,0
nevrtearusapart,nevrtearusapart,,0,0,0,0,0,0,0,0
tarneabc,tarneabc,,0,0,0,0,0,0,0,0
earthling_that,earthling_that,,0,0,0,0,0,0,0,0
beverly_nhills,beverly_nhills,,0,0,0,0,0,0,0,0
mida82535013,mida82535013,,0,0,0,0,0,0,0,0
gnocchifanclub,gnocchifanclub,,0,0,0,0,0,0,0,0
danieladebiase1,danieladebiase1,,0,0,0,0,0,0,0,0
veritykalcev,veritykalcev,,0,0,0,0,0,0,0,0
thejanharvey,thejanharvey,,0,0,0,0,0,0,0,0
johnsinisgalli,johnsinisgalli,,0,0,0,0,0,0,0,0
sophieelsworth,sophieelsworth,,1,0,1,0,0,0,0,8
thesnowdens,thesnowdens,,0,0,0,0,0,0,0,0
principessazel1,principessazel1,,0,0,0,0,0,0,0,0
susy_juve,susy_juve,,0,0,0,0,0,0,0,0
jonneepac,jonneepac,,0,0,0,0,0,0,0,0
eaamalyon,eaamalyon,,0,0,0,0,0,0,0,0
exmoorponyclub,exmoorponyclub,,0,0,0,0,0,0,0,0
westminsterwag,westminsterwag,,0,0,0,0,0,0,0,0
peacemakercoach,peacemakercoach,,0,0,0,0,0,0,0,0
the_phantomzone,the_phantomzone,,0,0,0,0,0,0,0,0
marieclaire,marieclaire,,0,0,0,0,0,0,0,0
bennypattyn,bennypattyn,,0,0,0,0,0,0,0,0
todayshow,todayshow,,1,0,1,0,0,0,0,8
yaumiruhmaniar,yaumiruhmaniar,,2,0,2,0,0,0,0,9
caroliarita,caroliarita,,0,0,0,0,0,0,0,0
eflatmajor73,eflatmajor73,,0,0,0,0,0,0,0,0
jaynesloan17,jaynesloan17,,0,0,0,0,0,0,0,0
it_real1,it_real1,,1,0,1,0,0,0,0,18
diaryotdgirl,diaryotdgirl,,0,0,0,0,0,0,0,0
scarborian133,scarborian133,,0,0,0,0,0,0,0,0
lillidal,lillidal,,0,0,0,0,0,0,0,0
royalastrologst,royalastrologst,,0,0,0,0,0,0,0,0
jack_royston,jack_royston,,0,0,0,0,0,0,0,0
anneonherthrone,anneonherthrone,,0,0,0,0,0,0,0,0
britishvogue,britishvogue,,2,0,2,0,0,0,0,8
mollermisha,mollermisha,,0,0,0,0,0,0,0,0
honeyb30443960,honeyb30443960,,0,0,0,0,0,0,0,0
carmen29651,carmen29651,,0,0,0,0,0,0,0,0
salty_duchess,salty_duchess,,0,4,4,1,1,1,0,8
murky__meg,murky__meg,,3,0,3,0,0,0,0,18
angryecolady,angryecolady,,0,0,0,0,0,0,0,0
_joeysworldtour,_joeysworldtour,,0,0,0,0,0,0,0,0
greghoey,greghoey,,0,0,0,0,0,0,0,0
catherine___c,catherine___c,,0,0,0,0,0,0,0,10
theoriginalkha1,theoriginalkha1,,0,0,0,0,0,0,0,0
harikarigirl,harikarigirl,,0,0,0,0,0,0,0,11
annaren21549636,annaren21549636,,0,0,0,0,0,0,0,0
lelabrando,lelabrando,,0,0,0,0,0,0,0,0
paulolden1,paulolden1,,0,0,0,0,0,0,0,12
fedefresa,fedefresa,,0,0,0,0,0,0,0,0
etcanada,etcanada,,0,0,0,0,0,0,0,0
ilamaiunagioia,ilamaiunagioia,,0,0,0,0,0,0,0,0
msneri27,msneri27,,0,0,0,0,0,0,0,0
msrach17,msrach17,,0,0,0,0,0,0,0,0
natascia725,natascia725,,0,0,0,0,0,0,0,0
precarioillumi1,precarioillumi1,,0,0,0,0,0,0,0,0
zgravita,zgravita,,0,0,0,0,0,0,0,0
eleomora,eleomora,,0,0,0,0,0,0,0,0
petronellawhite,petronellawhite,,0,0,0,0,0,0,0,0
mahyartousi,mahyartousi,,0,0,0,0,0,0,0,0
smilingeasy,smilingeasy,,0,0,0,0,0,0,0,0
factsdos,factsdos,,0,0,0,0,0,0,0,0
jennyornotjenny,jennyornotjenny,,2,0,2,0,0,0,0,18
unslvdmystry_,unslvdmystry_,,2,0,2,0,0,0,0,9
deadlydarken,deadlydarken,,3,0,3,0,0,0,0,8
grodefriend,grodefriend,,0,0,0,0,0,0,0,0
pinkvilla,pinkvilla,,0,0,0,0,0,0,0,0
nevilia_jk,nevilia_jk,,0,0,0,0,0,0,0,0
moi998877,moi998877,,0,4,4,1,1,1,0,13
neelamcrosscom,neelamcrosscom,,0,0,0,0,0,0,0,0
katemcambridge,katemcambridge,,0,0,0,0,0,0,0,0
jencarsontaylor,jencarsontaylor,,1,0,1,0,0,0,0,18
banditgrtzk,banditgrtzk,,0,0,0,0,0,0,0,0
rufusindahouse,rufusindahouse,,0,0,0,0,0,0,0,0
savanna39803740,savanna39803740,,0,0,0,0,0,0,0,0
harpersbazaarus,harpersbazaarus,,2,0,2,0,0,0,0,18
liberop68333298,liberop68333298,,0,0,0,0,0,0,0,0
lucyaglam,lucyaglam,,0,0,0,0,0,0,0,0
su_brompton,su_brompton,,0,0,0,0,0,0,0,0
soniarose1502,soniarose1502,,0,0,0,0,0,0,0,0
kaylaadams___,kaylaadams___,,3,0,3,0,0,0,0,9
mudassarch007,mudassarch007,,0,0,0,0,0,0,0,0
fawadchaudhry,fawadchaudhry,,0,0,0,0,0,0,0,0
my_opnion,my_opnion,,0,1,1,1,1,1,0,14
mikey1732,mikey1732,,0,0,0,0,0,0,0,0
katesrangers,katesrangers,,1,0,1,0,0,0,0,14
lozzafox,lozzafox,,0,0,0,0,0,0,0,0
duchessonduty,duchessonduty,,0,0,0,0,0,0,0,0
mimi34465583,mimi34465583,,0,0,0,0,0,0,0,15
longsally,longsally,,0,0,0,0,0,0,0,0
kategreville,kategreville,,0,0,0,0,0,0,0,0
mmmin57,mmmin57,,1,0,1,0,0,0,0,8
duchessofsugars,duchessofsugars,,0,0,0,0,0,0,0,0
jennife51614881,jennife51614881,,0,0,0,0,0,0,0,0
independent,independent,,2,0,2,0,0,0,0,8
cerealkillerxox,cerealkillerxox,,0,0,0,0,0,0,0,0
w00dy59,w00dy59,,2,0,2,0,0,0,0,8
karren_brady,karren_brady,,0,0,0,0,0,0,0,0
jennjaybee,jennjaybee,,0,0,0,0,0,0,0,0
nypost,nypost,,0,0,0,0,0,0,0,0
willow__bella,willow__bella,,0,0,0,0,0,0,0,0
kenyaein,kenyaein,,0,0,0,0,0,0,0,0
magikrabbi,magikrabbi,,0,0,0,0,0,0,0,0
maheeraghani,maheeraghani,,2,0,2,0,0,0,0,8
bellausa17,bellausa17,,1,0,1,0,0,0,0,8
mailonline,mailonline,,2,0,2,0,0,0,0,8
badkarma4liars,badkarma4liars,,0,1,1,1,1,1,0,9
youreallmad,youreallmad,,0,0,0,0,0,0,0,0
tracytaylor66,tracytaylor66,,0,0,0,0,0,0,0,0
marymacelveen,marymacelveen,,0,0,0,0,0,0,0,0
